,1,2,3,4,5,total_cases
192,-0.721666438,-0.72641115,-0.735068913,-0.772727273,0.14971853,31
193,-0.665753049,-0.673449477,-0.753445636,-0.772727273,0.055436078,26
194,-0.789091407,-0.810592334,-0.912710567,-1.272727273,-0.019901231,35
195,-0.726599973,-0.747595819,-0.808575804,-1,-0.081593475,36
196,-0.843360285,-0.865226481,-0.612557427,-1,-0.133838681,39
197,-0.976017541,-1.012404181,-0.839203675,-0.772727273,-0.17985483,25
198,-1.079073592,-1.12,-0.649310873,-0.772727273,-0.22199619,31
199,-1.026449226,-1.082648083,-0.63093415,-1,-0.261863966,37
200,-0.872413321,-0.904808362,-0.814701378,-1,-0.300411281,33
201,-0.603809785,-0.608780488,-0.569678407,-0.5,-0.338042483,25
202,-0.958476086,-1.007944251,-0.58805513,-0.772727273,-0.374706771,24
203,-0.849938331,-0.886411149,-0.208269525,-1,-0.409986153,18
204,-0.72385912,-0.747038327,-0.220520674,-0.772727273,-0.443177721,23
205,-0.876798684,-0.895888502,-0.336906585,-0.5,-0.473370257,13
206,-0.646567082,-0.668432056,-0.532924962,-0.772727273,-0.499515161,18
207,-0.97382486,-1.012404181,-0.532924962,-0.272727273,-0.520491706,14
208,-0.748526792,-0.777142857,-0.232771822,-0.272727273,-0.535166617,17
209,-0.080855146,-0.082508711,0.232771822,0,-0.542447969,22
210,-0.211867891,-0.204041812,0.08575804,0.5,-0.541333423,13
211,-0.024941757,-0.024529617,0.2143951,0,-0.530952774,24
212,0.251336166,0.240836237,0.808575804,0.727272727,-0.51060483,31
213,-0.045772235,-0.040696864,0.581929556,0.227272727,-0.479788615,34
214,0.070439907,0.076376307,0.434915773,0.227272727,-0.438228896,31
215,-0.000274085,0.01728223,0.477794793,0.727272727,-0.385896038,31
216,0.001918597,0.006132404,0.367534456,0.5,-0.323020179,38
217,0.152117308,0.158327526,0.508422665,0.5,-0.250099731,49
218,-0.135672194,-0.114285714,0.306278714,0.5,-0.167904211,42
219,-0.126353296,-0.108710801,0.410413476,0.5,-0.077471389,49
220,0.019460052,0.045156795,0.447166922,0.5,0.019901231,55
221,-0.09675209,-0.081951219,0.557427259,0.727272727,0.122670615,80
222,-0.047416747,-0.032891986,0.447166922,0.5,0.229068065,84
223,-0.000274085,0.007247387,0.50229709,0.5,0.337124777,72
224,0.012333836,0.015609756,0.557427259,0.727272727,0.444703054,89
225,0.194326436,0.188989547,0.581929556,0.727272727,0.549533215,115
226,0.335206249,0.331149826,0.949464012,1.272727273,0.649256162,179
227,0.264492257,0.267038327,0.88820827,0.727272727,0.741471633,202
228,0.181718514,0.179512195,0.575803982,0.5,0.823792124,272
229,0.200356311,0.200696864,0.496171516,0.727272727,0.893902489,302
230,0.159791695,0.146062718,0.343032159,0.227272727,0.949625218,395
231,-0.033712485,-0.032891986,0.643185299,0.727272727,0.988991379,426
232,0.026038098,0.013379791,0.477794793,0.5,1.010317253,461
233,0.112100863,0.093101045,0.581929556,0.5,1.012286625,381
234,0.310538577,0.282648083,0.196018377,0.227272727,0.994038764,333
235,0.165821571,0.15554007,0.404287902,0.727272727,0.955262071,353
236,0.058380156,0.05184669,0.04287902,-0.272727273,0.896293409,410
237,0.311634918,0.283763066,0.030627871,-0.272727273,0.818223097,364
238,0.390023297,0.362926829,0.275650842,0.227272727,0.72300559,359
239,-0.250787995,-0.247526132,-0.140888208,-0.772727273,0.613575828,288
240,-0.09675209,-0.094773519,-0.361408882,-0.272727273,0.493971265,221
241,-0.577497602,-0.588710801,-0.269525268,-0.5,0.369459565,149
242,-0.474441551,-0.482229965,-0.245022971,-0.272727273,0.246671984,112
243,0.090174044,0.088641115,0.04287902,-0.272727273,0.133742417,154
244,-0.990818144,-1.058675958,-0.649310873,-1.272727273,0.14971853,91
245,-0.818692613,-0.83456446,-0.618683002,-0.5,0.055436078,72
246,-0.978758394,-1.021324042,-1.053598775,-1.272727273,-0.019901231,56
247,-0.72331095,-0.747038327,-0.465543645,-1,-0.081593475,46
248,-0.59777991,-0.599860627,-0.735068913,-0.772727273,-0.133838681,37
249,-0.910237084,-0.944947735,-0.483920368,-1.272727273,-0.17985483,26
250,-0.615869535,-0.610452961,-0.251148545,-1,-0.22199619,17
251,-0.88337673,-0.903135888,-0.551301685,-0.5,-0.261863966,17
252,-0.759490201,-0.781602787,-0.84532925,-1.272727273,-0.300411281,20
253,-0.629573797,-0.638327526,-0.735068913,-0.772727273,-0.338042483,11
254,-0.969987666,-1.024668989,-0.839203675,-0.772727273,-0.374706771,7
255,-1.6694532,-1.879303136,-1.108728943,-1.772727273,-0.409986153,16
256,-1.7270111,-1.977979093,-0.84532925,-1.272727273,-0.443177721,14
257,-1.039605317,-1.128362369,-0.532924962,-1.545454545,-0.473370257,16
258,-0.420720844,-0.43261324,0.030627871,0,-0.499515161,5
259,-0.699191449,-0.738675958,-0.238897397,-0.772727273,-0.520491706,2
260,-1.205700973,-1.30620209,-0.379785605,-0.5,-0.535166617,6
261,-0.466218994,-0.485574913,0.269525268,-0.272727273,-0.542447969,5
262,-0.003563108,-0.007247387,0.238897397,0,-0.541333423,4
263,-0.0167192,-0.018954704,-0.12863706,-0.5,-0.530952774,3
264,0.222831301,0.213519164,0.006125574,-0.272727273,-0.51060483,4
265,0.22228313,0.212961673,0.208269525,0.227272727,-0.479788615,16
266,0.147731945,0.148292683,0.036753446,0,-0.438228896,8
267,0.177881321,0.173937282,0.238897397,0,-0.385896038,7
268,0.468411676,0.459930314,0.698315467,0.727272727,-0.323020179,10
269,0.527614088,0.505087108,0.857580398,0.727272727,-0.250099731,14
270,0.281485542,0.272613241,1.047473201,1,-0.167904211,7
271,0.453062903,0.443205575,0.88820827,0.727272727,-0.077471389,9
272,0.584075648,0.546898955,0.863705972,1,0.019901231,11
273,0.74633411,0.701324042,0.575803982,0.5,0.122670615,23
274,0.706317665,0.648919861,0.637059724,0.5,0.229068065,17
275,0.464574483,0.433728223,0.765696784,0.227272727,0.337124777,19
276,0.777031657,0.711358885,1.225114855,1.272727273,0.444703054,24
277,0.603261614,0.561951219,0.520673813,0.227272727,0.549533215,17
278,0.600520762,0.547456446,0.814701378,0.727272727,0.649256162,28
279,0.657530492,0.603763066,1.010719755,0.5,0.741471633,40
280,0.68987255,0.626062718,0.924961715,0.727272727,0.823792124,33
281,0.650952446,0.592055749,1.016845329,1,0.893902489,31
282,0.545703714,0.516794425,1.17611026,1.272727273,0.949625218,33
283,0.504042757,0.473310104,0.361408882,0.5,0.988991379,29
284,0.501301905,0.463275261,0.50229709,0.727272727,1.010317253,30
285,0.302864191,0.278745644,0.269525268,0.227272727,1.012286625,36
286,0.389475127,0.347317073,0.110260337,0.227272727,0.994038764,48
287,0.321501987,0.282090592,0.355283308,0.227272727,0.955262071,40
288,-0.087433192,-0.088641115,0.006125574,0.227272727,0.896293409,28
289,-0.023845416,-0.03010453,-0.024502297,0,0.818223097,36
290,-0.111552693,-0.119860627,0.04287902,0,0.72300559,19
291,0.163080718,0.152195122,-0.006125574,0,0.613575828,34
292,-0.294093463,-0.296585366,-0.08575804,-0.272727273,0.493971265,23
293,-0.27874469,-0.279303136,-0.257274119,-0.272727273,0.369459565,17
294,-0.560504317,-0.575888502,-0.643185299,-0.272727273,0.246671984,17
295,-0.362066603,-0.354006969,-0.869831547,-0.5,0.14971853,23
296,-0.31327943,-0.306620209,-0.410413476,-0.5,0.055436078,14
297,-0.351103193,-0.349547038,-0.532924962,-0.5,-0.019901231,20
298,-0.622995752,-0.641672474,-0.698315467,-0.272727273,-0.081593475,13
299,-1.221049746,-1.329616724,-1.041347626,-1.272727273,-0.133838681,23
300,-1.064272989,-1.118327526,-0.882082695,-0.772727273,-0.17985483,20
301,-0.611484172,-0.623275261,-0.814701378,-0.772727273,-0.22199619,16
302,-0.65478964,-0.682369338,-0.532924962,-0.772727273,-0.261863966,16
303,-0.653693299,-0.669547038,-0.710566616,-0.772727273,-0.300411281,23
304,-1.203508291,-1.295052264,-0.704441041,-1,-0.338042483,14
305,-0.724955461,-0.735888502,-0.416539051,-0.5,-0.374706771,15
306,-0.612580513,-0.629407665,-0.434915773,-0.272727273,-0.409986153,4
307,-0.883924901,-0.922090592,-0.349157734,-1,-0.443177721,5
308,-0.807729204,-0.829547038,-0.551301685,-0.5,-0.473370257,5
309,-0.414690969,-0.422020906,-0.422664625,-0.5,-0.499515161,11
310,-0.631766479,-0.642787456,-0.465543645,-0.772727273,-0.520491706,11
311,-0.815951761,-0.844599303,-0.465543645,-0.272727273,-0.535166617,7
312,-0.726599973,-0.744808362,-0.514548239,-0.272727273,-0.542447969,4
313,-0.948060847,-0.987874564,-0.75957121,-0.5,-0.541333423,6
314,-0.397149514,-0.388571429,-0.58805513,-0.272727273,-0.530952774,5
315,0.009592983,0.007804878,-0.208269525,0,-0.51060483,2
316,0.317664794,0.308292683,0.385911179,0.227272727,-0.479788615,4
317,0.215705084,0.217979094,0.257274119,0.5,-0.438228896,2
318,-0.012333836,-0.003344948,-0.116385911,0.227272727,-0.385896038,4
319,-0.008496642,-0.00445993,-0.330781011,0,-0.323020179,6
320,0.244209949,0.233031359,0.202143951,0.227272727,-0.250099731,6
321,0.145539263,0.151080139,0.312404288,0.727272727,-0.167904211,4
322,0.357681239,0.348989547,0.343032159,0.227272727,-0.077471389,6
323,0.271070303,0.264250871,0.024502297,0.5,0.019901231,11
324,0.120323421,0.135470383,0.12863706,0.5,0.122670615,16
325,0.214060573,0.227456446,-0.018376723,0.5,0.229068065,9
326,0.375222694,0.375191638,0.196018377,0.727272727,0.337124777,12
327,0.248595313,0.24641115,0.343032159,0,0.444703054,13
328,0.265040428,0.265923345,-0.183767228,0,0.549533215,27
329,0.226668494,0.210174216,0.232771822,0.5,0.649256162,21
330,0.634507332,0.571428571,0.54517611,0.227272727,0.741471633,19
331,0.436617788,0.392473868,0.312404288,0.227272727,0.823792124,17
332,0.604357955,0.559163763,-0.073506891,0,0.893902489,24
333,0.676716459,0.642229965,0.281776417,0.5,0.949625218,27
334,0.264492257,0.25087108,0.08575804,0.5,0.988991379,30
335,0.425654378,0.395261324,0.030627871,0.227272727,1.010317253,29
336,0.250787995,0.234703833,0.153139357,0.227272727,1.012286625,25
337,0.536384816,0.495609756,0.784073507,0.727272727,0.994038764,35
338,0.11977525,0.106480836,-0.073506891,-0.5,0.955262071,33
339,0.333561738,0.317212544,-0.159264931,-0.272727273,0.896293409,30
340,-0.059476497,-0.070801394,-0.453292496,-0.272727273,0.818223097,29
341,0.004111279,-0.003344948,-0.575803982,-0.272727273,0.72300559,31
342,0.113745375,0.085853659,-0.686064319,0,0.613575828,29
343,-0.910785254,-0.977839721,-0.943338438,-0.5,0.493971265,22
344,-0.992462656,-1.086550522,-1.035222052,-1,0.369459565,27
345,-0.959024257,-1.03804878,-0.967840735,-0.772727273,0.246671984,24
346,-1.411813074,-1.56989547,-1.157733538,-1.545454545,0.133742417,26
347,-0.174592298,-0.168919861,-0.251148545,-0.5,0.14971853,29
348,-0.715636563,-0.737003484,-1.090352221,-0.772727273,0.055436078,22
349,-0.979854735,-1.034146341,-1.212863706,-1.545454545,-0.019901231,33
350,-0.636151843,-0.647804878,-0.992343032,-0.772727273,-0.081593475,24
351,-0.741948746,-0.747038327,-1.108728943,-0.772727273,-0.133838681,30
352,-1.064272989,-1.120557491,-1.506891271,-1.545454545,-0.17985483,20
353,-0.696450596,-0.706341463,-1.13323124,-0.772727273,-0.22199619,17
354,-0.851034672,-0.868571429,-1.084226646,-0.772727273,-0.261863966,24
355,-1.113060162,-1.160696864,-1.17611026,-0.772727273,-0.300411281,28
356,-1.130601617,-1.185226481,-1.13323124,-0.772727273,-0.338042483,18
357,-1.095518706,-1.151777003,-1.225114855,-0.772727273,-0.374706771,13
358,-1.001233384,-1.045853658,-1.059724349,-0.772727273,-0.409986153,9
359,-0.999588872,-1.049198606,-0.814701378,-1,-0.443177721,14
360,-0.997944361,-1.04250871,-0.912710567,-1,-0.473370257,11
361,-1.281348499,-1.406550522,-0.796324655,-0.5,-0.499515161,11
362,-1.336165547,-1.472334495,-0.563552833,-1.272727273,-0.520491706,19
363,-0.510620803,-0.526271777,0.196018377,-0.772727273,-0.535166617,10
364,-0.254077018,-0.244738676,0.238897397,0,-0.542447969,8
365,-0.289159929,-0.28097561,0.306278714,0.227272727,-0.541333423,8
366,-0.263944087,-0.253101045,0.153139357,-0.272727273,-0.530952774,9
367,-0.320405646,-0.306620209,0.159264931,0.5,-0.51060483,3
368,-0.066054543,-0.071916376,0.04287902,0,-0.479788615,7
369,0.205838016,0.20738676,0.024502297,-0.272727273,-0.438228896,14
370,0.30231602,0.283763066,0.594180704,0.5,-0.385896038,4
371,0.389475127,0.37630662,0.771822358,0.5,-0.323020179,9
372,0.345621488,0.34174216,0.618683002,0.5,-0.250099731,14
373,0.308345896,0.308850174,0.514548239,0.727272727,-0.167904211,7
374,0.388926956,0.377979094,0.771822358,0.5,-0.077471389,9
375,0.428395231,0.41533101,0.600306279,0.727272727,0.019901231,3
376,0.465670824,0.451010453,0.294027565,0.227272727,0.122670615,3
377,0.301219679,0.299930314,0.263399694,0,0.229068065,14
378,0.517198849,0.502857143,0.612557427,1,0.337124777,12
379,0.443744004,0.439303136,0.45941807,0.5,0.444703054,10
380,0.483212279,0.472752613,0.514548239,0.727272727,0.549533215,21
381,0.51829519,0.490592334,0.330781011,0,0.649256162,26
382,0.566534192,0.529616725,0.649310873,1,0.741471633,47
383,0.84884199,0.767665505,0.747320061,0.727272727,0.823792124,42
384,0.766068247,0.702439024,0.722817764,1,0.893902489,31
385,0.382348911,0.366271777,0.508422665,0.5,0.949625218,34
386,0.760586542,0.710801394,0.159264931,-0.5,0.988991379,33
387,0.567082363,0.522926829,0.551301685,0.227272727,1.010317253,52
388,0.420172674,0.385783972,0.061255743,0,1.012286625,56
389,0.378511717,0.334494773,0.208269525,0.5,0.994038764,70
390,0.276003837,0.25533101,0.50229709,0.727272727,0.955262071,112
391,0.101137454,0.097003484,0.226646248,0.5,0.896293409,70
392,-0.026038098,-0.039581881,0.055130168,0,0.818223097,47
393,0.34781417,0.337839721,0.049004594,0.5,0.72300559,48
394,0.360422091,0.347317073,0.018376723,0.5,0.613575828,49
395,0.064958202,0.050174216,-0.232771822,0.227272727,0.493971265,66
396,-0.115938057,-0.114843205,-0.196018377,-0.5,0.369459565,56
